PlantCode,AppleCode,Exertis_Part_Number,Description,OracleItemStatus,AppleItemStatus,GoodStock,BacklogVMI,OraclePoQty,Safety_Stock,Gross_Fcst_cw,Gross_Fcst_wk1,Gross_Fcst_wk2,Gross_Fcst_wk3,InTransit,OracleInStockQty,ToOrder,DemandQtyExertisToBring215,ToOrderAllLocales,NoOfLocalesToOrder,innerqty,Outerqty,CartonAssignedQty
LU10,HFLF2B/B,LOG920-007695@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-GBR,Active,Live,72,3,0,91,14,14,14,14,0,0,22,,0,0,4,8,0
LU10,HFLF2D/B,LOG920-007689@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-DEU,Active,Live,0,0,0,0,0,0,0,0,0,19,0,,0,0,4,8,0
LU10,HFLF2E/B,LOG920-007693@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-SPA,Active,Live,0,0,8,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HFLF2F/B,LOG920-007690@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-FRA,Active,Live,0,0,0,0,0,0,0,0,0,7,0,,0,0,4,8,0
LU10,HFLF2H/B,LOG920-007694@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-NOB,Active,Live,0,0,0,0,0,0,0,0,0,8,0,,0,0,4,8,0
LU10,HFLF2SM/B,LOG920-007691@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-SWM,Active,Live,0,0,0,0,0,0,0,0,0,4,0,,0,0,4,8,0
LU10,HFLF2T/B,LOG920-007692@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-ITA,Active,Live,0,0,8,0,0,0,0,0,0,5,0,,2,1,4,8,0
LU10,HFSP2LL/A,BRFHFSP2LL/A@APP,BRETFORD MOBILEPRO WALL MOUNT V2-USA,Active,Live,18,0,0,7,1,1,1,1,0,16,-11,,2,1,1,1,0
LU10,HFSQ2ZM/B,SANSDWS1-064G-GA46@APP,SANDISK WIRELESS MEDIA DRIVE 64GB-ZML,Active,Live,125,6,460,168,26,26,26,26,0,129,49,49,65,3,20,20,60
LU10,HFUD2ZM/B,STDS1000101@APP,Seagate 1TB Backup Plus for Mac USB 3.0 Portable v2,Active,Live,3611,188,3760,3690,572,572,572,572,0,4713,267,267,717,5,4,4,268
LU10,HFUE2ZM/B,STDS2000101@APP,Seagate 2TB Backup Plus for Mac USB 3.0 Portable,Active,Live,758,45,640,916,142,142,142,142,0,1463,203,203,308,4,4,4,204
LU10,HFY62ZM/B,STEZ500400@APP,Lacie 500GB Rugged SSD THUNDERBOLT & USB 3.0 v2,Active,Live,3,0,104,20,3,3,3,3,0,1,17,17,21,2,8,8,0
LU10,HFY72Z/B,STEX3000200@APP,Lacie d2 USB 3.0 Thunderbolt 2 3TB,Active,Live,38,4,240,84,13,13,13,13,0,1,50,50,77,3,10,10,0
LU10,HFY82Z/B,STEX4000200@APP,Lacie d2 USB 3.0 Thunderbolt 2 4TB,Active,Live,60,3,144,78,12,12,12,12,0,55,21,21,29,3,10,10,30
LU10,HFY92Z/A,LAC-9000472EK@AP,LACIE 6TB D2 THUNDERBOLT2 & USB 3.0-INT,Active,Live,13,0,12,20,3,3,3,3,0,51,7,7,10,2,3,3,9
LU10,HFYG2ZM/B,STEY6000200@APP,Lacie 6TB 2big Thunderbolt2 & USB 3.0 RAID inc cbl,Active,Live,40,0,108,13,2,2,2,2,0,6,-27,,0,0,2,2,0
LU10,HFYH2ZM/A,LAC-9000438EK@AP,LACIE 8TB 2BIG TBOLT2 & USB3 W/CBL-ZML,Active,Live,7,0,24,7,1,1,1,1,0,14,0,,0,0,2,2,0
LU10,HFYJ2ZM/A,LAC-9000473EK@AP,LACIE 12TB 2BIG TBOLT2 & USB3 W/CBL-ZML,Active,Live,23,0,10,20,3,3,3,3,0,20,-3,,0,0,2,2,0
LU10,HG012ZM/B,LOG939-001374@APP,LOGITECH HINGE FOLIO IPAD AIR-BLK-ZML,Active,Live,281,19,0,284,44,44,44,44,0,39,22,22,43,3,4,8,24
LU10,HG022ZM/B,LOG939-001391@APP,LOGITECH HINGE FOLIO IPAD AIR-RED-ZML,Active,Live,89,1,0,149,23,23,23,23,0,42,61,61,82,5,4,8,0
LU10,HG032ZM/B,LOG939-001360@APP,LOGITECH HINGE FOLIO IPAD MINI R-BLK-ZML,Active,Live,192,13,48,213,33,33,33,33,0,28,34,34,53,4,4,8,28
LU10,HG042ZM/B,LOG939-001365@APP,LOGITECH HINGE FOLIO IPAD R-RED-ZML,Active,Live,103,3,0,117,18,18,18,18,0,47,17,17,17,1,4,8,20
LU10,HG0F2VC/C,PLA20101075.2@APP,Plantronics Voyager Edge Black,Active,Live,115,3,528,162,25,25,25,25,0,12,50,50,133,4,3,12,0
LU10,HG0G2VC/A,PLA20102075@APP,PLANTRONICS VOYAGER EDGE WHITE-CAF,Active,Live,1,1,0,7,1,1,1,1,0,420,7,7,9,3,3,12,12
LU10,HG6L2ZM/A,NAIM-00-019-0002@APP ,NAIM AUDIO MU-SO SPEAKER-ZML,Active,Live,17,0,0,20,3,3,3,3,0,140,3,3,3,1,1,1,3
LU10,HG6Q2ZM/B,SANSDCZ93-032G-GA46@APP,SANDISK LOOP USB 3.0 FLASH DRIVE 32G-ZML,Active,Live,453,15,500,484,75,75,75,75,0,772,46,46,113,3,20,100,60
LU10,HG6R2ZM/B,SANSDCZ93-064G-GA46@APP,SANDISK LOOP USB 3.0 FLASH DRIVE 64G-ZML,Active,Live,284,11,380,291,45,45,45,45,0,324,18,18,80,4,20,100,20
LU10,HG782ZM/A,LAC-9000499EK@AP,LACIE 8BIG THUNDERBOLT 2 24TB-ZML,Active,Live,0,0,10,0,0,0,0,0,0,6,0,,8,2,1,1,0
LU10,HGB52ZM/A,PIODDJ-WEGO3-W/SYXJ5@APP,Pioneer DDJ WeGO 3 - WHT-ZML,Active,Live,0,0,0,7,1,1,1,1,0,63,7,7,8,2,2,2,8
LU10,HGCR2ZM/B,STEV1000400@APP,Lacie 1TB Rugged THUNDERBOLT& USB 3.0 v2,Active,Live,288,11,416,271,42,42,42,42,0,170,-6,,24,3,10,10,0
LU10,HGD32ZM/B,STEV2000400@APP,Lacie 2TB Rugged THUNDERBOLT& USB 3.0 v2,Active,Live,379,12,496,407,63,63,63,63,0,330,40,40,94,4,10,10,40
LU10,HGLJ2ZM/A,RHAT10I@APP,RHA T10I IN-EAR HEADPHONES BLK-ZML,Active,Live,41,2,0,48,11,11,11,0,0,0,9,,0,0,6,24,0
LU10,HGMT2ZM/B,TECH21-5058@APP,HGMT2ZM/B:TECH21 EVO MESH SPORT IPH6 SMOKE/BLK-ZML,Active,Live,2244,99,0,2064,320,320,320,320,0,5016,-81,,128,3,10,100,0
LU10,HGMU2ZM/B,TECH21-5059@APP,HGMU2ZM/B:TECH21 EVO MESH SPORT IPH6 CLR/WHT-ZML,Active,Live,1725,44,0,1084,168,168,168,168,0,5344,-597,,0,0,10,100,0
LU10,HGNF2ZM/C,TECH215186@APP,TECH21 AG IMPACT SHIELD IPH6-ZML,Active,Live,4872,111,0,2561,397,397,397,397,0,30461,-2200,,0,0,10,100,0
LU10,HGNG2ZM/C,TECH215187@APP,TECH21 AG IMPACT SHIELD IPH6 PLUS-ZML,Active,Live,1947,52,0,1149,178,178,178,178,0,11304,-746,,0,0,10,100,0
LU10,HGPQ2ZM/A,LOG984-000438@APP,ULTIMATE EARS MEGA BOOM SPKR BLACK-ZML,Active,Live,39,3,38,65,10,10,10,10,0,2,29,29,63,2,4,8,0
LU10,HGPR2ZM/A,LOG984-000479@APP,ULTIMATE EARS MEGA BOOM SPKR BLUE-ZML,Active,Live,8,1,2,13,2,2,2,2,0,16,6,6,10,3,4,8,8
LU10,HGPT2ZM/A,LOG984-000485@APP,ULTIMATE EARS MEGA BOOM SPKR RED-ZML,Active,Live,2,0,0,7,1,1,1,1,0,14,5,5,5,1,4,8,8
LU10,HH5S2B/B,LOG920-007648@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-GBR,Active,Live,249,7,40,258,40,40,40,40,0,39,16,16,16,1,4,8,16
LU10,HH5S2D/B,LOG920-007642@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-DEU,Active,Live,0,0,0,0,0,0,0,0,0,27,0,,3,1,4,8,0
LU10,HH5S2E/B,LOG920-007646@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-SPA,Active,Live,0,0,8,0,0,0,0,0,0,33,0,,11,1,4,8,0
LU10,HH5S2F/B,LOG920-007643@APP,HH5S2F/B:LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-FRA,Active,Live,0,0,8,0,0,0,0,0,0,24,0,,11,1,4,8,0
LU10,HH5S2H/B,LOG920-007647@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-NOB,Active,Live,0,0,0,0,0,0,0,0,0,15,0,,0,0,4,8,0
LU10,HH5S2SM/B,LOG920-007644@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-SWM,Active,Live,0,0,0,0,0,0,0,0,0,18,0,,9,1,4,8,0
LU10,HH5S2T/B,LOG920-007645@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-ITA,Active,Live,0,0,0,0,0,0,0,0,0,94,0,,34,1,4,8,0
LU10,HH5T2B/B,LOG920-007817@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-GBR,Active,Live,40,0,0,20,3,3,3,3,0,0,-20,,0,0,4,8,0
LU10,HH5T2D/B,LOG920-007811@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-DEU,Active,Live,0,0,0,0,0,0,0,0,0,8,0,,0,0,4,8,0
LU10,HH5T2E/B,LOG920-007815@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-SPA,Active,Live,0,0,0,0,0,0,0,0,0,28,0,,0,0,4,8,0
LU10,HH5T2F/B,LOG920-007812@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-FRA,Active,Live,0,0,0,0,0,0,0,0,0,16,0,,7,1,4,8,0
LU10,HH5T2H/B,LOG920-007816@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-NOB,Active,Live,0,0,0,0,0,0,0,0,0,11,0,,0,0,4,8,0
LU10,HH5T2SM/B,LOG920-007813@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-SWM,Active,Live,0,0,8,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HH5T2T/B,LOG920-007814@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-ITA,Active,Live,0,0,0,0,0,0,0,0,0,16,0,,0,0,4,8,0
LU10,HH5W2ZM/B,LOG939-001397@APP,LOGITECH HINGE FOLIO IPAD AIR 2 BLK-ZML,Active,Live,324,9,48,342,53,53,53,53,0,29,27,27,48,3,4,8,24
LU10,HH852ZM/B,LOG939-001349@APP,LOGITECH ANYANGLE CASE IPAD AIR 2-BK-ZML,Active,Live,118,3,0,123,19,19,19,19,0,78,8,8,24,4,4,8,8
LU10,HH862ZM/B,LOG939-001379@APP,LOGITECH ANYANGLE IPAD MINI - BLK-ZML,Active,Live,113,5,0,117,18,18,18,18,0,59,9,9,11,2,4,8,12
LU10,HH872B/B,LOG920-007681@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-GBR,Active,Live,105,4,16,129,20,20,20,20,0,17,28,28,29,2,4,8,16
LU10,HH872D/B,LOG920-007675@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-DEU,Active,Live,0,0,0,0,0,0,0,0,0,32,0,,5,1,4,8,0
LU10,HH872E/B,LOG920-007679@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-SPA,Active,Live,0,0,0,0,0,0,0,0,0,11,0,,1,1,4,8,0
LU10,HH872F/B,LOG920-007676@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-FRA,Active,Live,0,0,0,0,0,0,0,0,0,9,0,,4,1,4,8,0
LU10,HH872H/B,LOG920-007680@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-NOB,Active,Live,0,0,0,0,0,0,0,0,0,16,0,,0,0,4,8,0
LU10,HH872SM/B,LOG920-007677@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-SWM,Active,Live,0,0,16,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HH872T/B,LOG920-007678@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-ITA,Active,Live,0,0,0,0,0,0,0,0,0,19,0,,0,0,4,8,0
LU10,HHJ82ZM/A,TECH215074@APP,Tech21 Impact Folio for iPad Mini - Black Bird,Active,Live,36,0,0,26,4,4,4,4,0,204,-10,,0,0,5,50,0
LU10,HHJ92ZM/A,TECH215075@APP,Tech21 Impact Folio for iPad Mini - Indigo Dream,Active,Live,21,0,0,13,2,2,2,2,0,187,-8,,0,0,5,50,0
LU10,HHQR2ZM/A,ANKI000-00046@APP,Anki Drive Overdrive Starter Kit,Active,Live,39,1,0,52,8,8,8,8,0,774,14,14,14,1,1,1,14
